22.0,53.0,0.0537528478346,2.0
50.0,160.0,0.0542185351866,3.0
51.0,161.0,0.0582155492035,4.0
121.0,135.0,0.12679046772,2.0
4.0,162.0,0.129232414555,5.0
71.0,149.0,0.138765706154,2.0
26.0,165.0,0.126595026251,3.0
11.0,166.0,0.141109116283,4.0
93.0,144.0,0.142822474969,2.0
16.0,23.0,0.163257407352,2.0
74.0,103.0,0.172828600846,2.0
90.0,116.0,0.173410590832,2.0
55.0,76.0,0.175002026114,2.0
2.0,107.0,0.175240319637,2.0
98.0,99.0,0.176994960596,2.0
122.0,168.0,0.182843850033,3.0
21.0,167.0,0.183610642678,5.0
128.0,132.0,0.184389048167,2.0
109.0,177.0,0.172660957277,3.0
136.0,170.0,0.18787558997,3.0
139.0,178.0,0.18789661703,4.0
145.0,180.0,0.179855621963,5.0
70.0,179.0,0.189544719806,4.0
13.0,182.0,0.185154079731,5.0
44.0,45.0,0.191917459584,2.0
97.0,181.0,0.192060755139,6.0
41.0,185.0,0.191031528808,7.0
25.0,186.0,0.189617960166,8.0
163.0,175.0,0.192695071757,5.0
173.0,187.0,0.193995244716,10.0
36.0,189.0,0.195045833802,11.0
43.0,172.0,0.195387849353,3.0
94.0,106.0,0.195554208814,2.0
40.0,78.0,0.200374903894,2.0
19.0,60.0,0.200837372352,2.0
84.0,190.0,0.201420068785,12.0
105.0,193.0,0.202413755998,3.0
101.0,102.0,0.20307273565,2.0
143.0,154.0,0.206761565603,2.0
195.0,198.0,0.191242168924,14.0
156.0,199.0,0.206813820985,15.0
27.0,49.0,0.209471339303,2.0
112.0,196.0,0.210653895618,4.0
0.0,58.0,0.212528207181,2.0
191.0,200.0,0.213662504761,18.0
85.0,95.0,0.215464586874,2.0
68.0,204.0,0.215652283553,19.0
151.0,206.0,0.215405272012,20.0
92.0,207.0,0.220144988367,21.0
46.0,176.0,0.222674248302,6.0
126.0,130.0,0.224077607923,2.0
208.0,210.0,0.217462143649,23.0
7.0,211.0,0.216509452912,24.0
141.0,212.0,0.225307667325,25.0
3.0,213.0,0.225762292143,26.0
1.0,203.0,0.226445309753,3.0
