32.0,200.0,0.426062796647,3.0
199.0,234.0,0.427014370232,6.0
140.0,220.0,0.427266653841,4.0
47.0,77.0,0.438333508996,2.0
222.0,257.0,0.440624056236,28.0
75.0,233.0,0.447451405228,5.0
152.0,252.0,0.45757364682,4.0
118.0,258.0,0.45770121627,7.0
260.0,270.0,0.469266192513,38.0
167.0,231.0,0.496678535967,9.0
254.0,274.0,0.5002150571,43.0
271.0,276.0,0.520788197371,48.0
18.0,277.0,0.52242974443,49.0
110.0,243.0,0.528627693695,4.0
246.0,253.0,0.529438947914,5.0
114.0,278.0,0.538556151332,50.0
229.0,267.0,0.547843105049,11.0
72.0,282.0,0.569334279002,12.0
261.0,281.0,0.573414147726,59.0
113.0,263.0,0.59170729988,5.0
283.0,284.0,0.596793130581,71.0
9.0,286.0,0.626175399083,72.0
83.0,280.0,0.644487764819,6.0
250.0,287.0,0.650489128857,74.0
91.0,272.0,0.673847171791,5.0
203.0,289.0,0.674388934906,76.0
17.0,262.0,0.67776409548,4.0
117.0,266.0,0.682953876705,4.0
134.0,256.0,0.705858928659,5.0
100.0,291.0,0.708429315239,77.0
288.0,290.0,0.725848451021,11.0
294.0,295.0,0.739591618858,82.0
296.0,297.0,0.769414715154,93.0
239.0,293.0,0.770269125537,8.0
81.0,279.0,0.775741811733,5.0
39.0,298.0,0.788396737887,94.0
268.0,299.0,0.816320881426,12.0
301.0,302.0,0.823206771411,106.0
111.0,303.0,0.835465585491,107.0
300.0,304.0,0.866954800683,112.0
210.0,305.0,0.914455576891,114.0
8.0,306.0,0.935274526868,115.0
265.0,273.0,0.942563506026,14.0
269.0,275.0,0.951771013681,11.0
63.0,307.0,0.97448778983,116.0
264.0,308.0,0.987293661444,18.0
310.0,311.0,1.01144673111,134.0
285.0,312.0,1.09912146002,139.0
255.0,313.0,1.19441572438,142.0
69.0,314.0,1.2498060013,143.0
309.0,315.0,1.26248823749,154.0
292.0,316.0,1.27901211324,158.0
251.0,317.0,1.31614948988,160.0
