22.0,53.0,0.0537528478346,2.0
50.0,51.0,0.0601653401039,2.0
160.0,161.0,0.0793199952398,4.0
121.0,135.0,0.12679046772,2.0
71.0,149.0,0.138765706154,2.0
93.0,144.0,0.142822474969,2.0
26.0,164.0,0.148305222536,3.0
4.0,162.0,0.154310528563,5.0
11.0,21.0,0.162898501133,2.0
16.0,23.0,0.163257407352,2.0
74.0,103.0,0.172828600846,2.0
90.0,116.0,0.173410590832,2.0
55.0,76.0,0.175002026114,2.0
2.0,107.0,0.175240319637,2.0
98.0,99.0,0.176994960596,2.0
128.0,132.0,0.184389048167,2.0
44.0,45.0,0.191917459584,2.0
94.0,106.0,0.195554208814,2.0
13.0,70.0,0.199917922424,2.0
40.0,78.0,0.200374903894,2.0
122.0,165.0,0.200675234002,3.0
19.0,60.0,0.200837372352,2.0
109.0,175.0,0.201439865023,3.0
101.0,102.0,0.20307273565,2.0
36.0,151.0,0.203843447435,2.0
143.0,154.0,0.206761565603,2.0
27.0,49.0,0.209471339303,2.0
0.0,58.0,0.212528207181,2.0
145.0,148.0,0.214149388671,2.0
85.0,95.0,0.215464586874,2.0
43.0,172.0,0.216159780247,3.0
136.0,178.0,0.21841556418,3.0
25.0,139.0,0.220537959844,2.0
126.0,130.0,0.224077607923,2.0
166.0,168.0,0.22932221358,5.0
105.0,179.0,0.229836388292,3.0
41.0,97.0,0.230876807854,2.0
3.0,141.0,0.239157692819,2.0
80.0,182.0,0.24013904032,4.0
92.0,129.0,0.240911378951,2.0
37.0,38.0,0.242157836257,2.0
30.0,138.0,0.250947423083,2.0
59.0,112.0,0.251063674695,2.0
56.0,66.0,0.252361055558,2.0
104.0,147.0,0.252750944829,2.0
1.0,187.0,0.256458838084,3.0
192.0,196.0,0.25696053854,4.0
156.0,185.0,0.258058127344,3.0
170.0,191.0,0.259074458978,5.0
7.0,193.0,0.259464074133,3.0
29.0,131.0,0.262710676277,2.0
133.0,142.0,0.265072096093,2.0
61.0,186.0,0.265113094543,3.0
46.0,194.0,0.265645126162,6.0
119.0,155.0,0.269447722735,2.0
68.0,184.0,0.269539184243,3.0
84.0,206.0,0.270290413692,5.0
157.0,158.0,0.272023639061,2.0
173.0,215.0,0.273737914108,5.0
96.0,124.0,0.27519647608,2.0
12.0,181.0,0.277393963342,3.0
163.0,180.0,0.278094988379,5.0
54.0,87.0,0.279580200788,2.0
35.0,79.0,0.282406862505,2.0
153.0,209.0,0.282579905982,4.0
120.0,198.0,0.284045280262,5.0
31.0,65.0,0.287789123439,2.0
115.0,208.0,0.294055440963,6.0
216.0,218.0,0.298563205534,10.0
195.0,202.0,0.304507982153,5.0
33.0,226.0,0.306014580217,3.0
42.0,212.0,0.307133145627,4.0
20.0,188.0,0.307598366481,3.0
6.0,190.0,0.311046257002,4.0
201.0,211.0,0.311110988928,4.0
197.0,224.0,0.314830171497,6.0
123.0,159.0,0.316458116359,2.0
64.0,205.0,0.318669186246,4.0
137.0,189.0,0.32601479963,3.0
34.0,230.0,0.328995919498,4.0
52.0,176.0,0.329659877329,3.0
5.0,228.0,0.330702775678,11.0
88.0,108.0,0.335359363547,2.0
150.0,214.0,0.336911460078,3.0
207.0,235.0,0.339043228288,9.0
48.0,223.0,0.341454794862,3.0
127.0,177.0,0.345661186772,3.0
232.0,241.0,0.353595850203,14.0
244.0,247.0,0.354018028484,23.0
82.0,225.0,0.357590724385,6.0
15.0,62.0,0.358846520623,2.0
10.0,73.0,0.363869059174,2.0
67.0,171.0,0.370295112022,3.0
14.0,125.0,0.371821386201,2.0
57.0,237.0,0.374604847198,5.0
86.0,219.0,0.385293253591,3.0
204.0,242.0,0.38573690626,4.0
245.0,248.0,0.390823463363,26.0
89.0,221.0,0.394569232234,6.0
236.0,249.0,0.397708340336,8.0
217.0,259.0,0.403748752978,10.0
213.0,240.0,0.405054825647,9.0
24.0,169.0,0.407201260294,3.0
28.0,238.0,0.409817288773,4.0
174.0,183.0,0.422435966361,4.0
146.0,227.0,0.424183114042,7.0
